mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7365500926971436,0.03892845384241845,0.01660332679748535,0.004063485665155625,3,1.0,1.0,0.07,"{'max_depth': 3, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 0.07}",0.876803551609323,0.8834628190899001,0.8901220865704772,0.8634850166481687,0.8766666666666667,0.8781080281169071,0.008838812511804737,169
0.9413011074066162,0.10964660790202138,0.020780563354492188,0.005140191133995704,3,1.0,1.0,0.1,"{'max_depth': 3, 'max_features': 1.0, 'max_samples': 1.0, 'min_samples_split': 0.1}",0.8623751387347391,0.8701442841287459,0.8756936736958935,0.8612652608213096,0.8722222222222222,0.8683401159205821,0.00562201230377085,252
0.9252783775329589,0.08264551813500427,0.021641349792480467,0.0037648953886785293,5,0.7,0.7,0.01,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.7, 'min_samples_split': 0.01}",0.8934517203107658,0.9067702552719201,0.9067702552719201,0.8801331853496115,0.8977777777777778,0.8969806387963992,0.009885328172105757,32
0.7942137241363525,0.07834027854627235,0.020932912826538086,0.002714506395393419,5,0.7,0.7,0.03,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.7, 'min_samples_split': 0.03}",0.8890122086570478,0.8923418423973363,0.8945615982241953,0.8668146503884573,0.8822222222222222,0.8849905043778519,0.009998471560578665,93
0.7153267383575439,0.13392790648994726,0.02126336097717285,0.007892414150139422,5,0.7,0.7,0.07,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.7, 'min_samples_split': 0.07}",0.8668146503884573,0.8701442841287459,0.8890122086570478,0.8623751387347391,0.8777777777777778,0.8732248119373537,0.009362335439356615,185
0.8395037174224853,0.08870647984140564,0.019997596740722656,0.0023632365525591103,5,0.7,0.7,0.1,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.7, 'min_samples_split': 0.1}",0.8634850166481687,0.8712541620421753,0.876803551609323,0.8657047724750278,0.8755555555555555,0.8705606116660501,0.0052544837010876765,201
1.1042706966400146,0.07577803543618974,0.023481416702270507,0.007477514572530403,5,0.7,0.8,0.01,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.8, 'min_samples_split': 0.01}",0.8956714761376249,0.9001109877913429,0.9078801331853497,0.8790233074361821,0.8944444444444445,0.8954260697989888,0.009456495938401428,36
0.958525562286377,0.11670796206044583,0.021372604370117187,0.010800349815943234,5,0.7,0.8,0.03,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.8, 'min_samples_split': 0.03}",0.8867924528301887,0.8956714761376249,0.897891231964484,0.8679245283018868,0.8844444444444445,0.8865448267357257,0.010613435627899088,83
1.1521189212799072,0.1132160110096653,0.028293132781982422,0.004672285657259542,5,0.7,0.8,0.07,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.8, 'min_samples_split': 0.07}",0.8756936736958935,0.881243063263041,0.8923418423973363,0.8690344062153164,0.8766666666666667,0.8789959304476508,0.007729492947225951,152
0.9829047203063965,0.09989130653875414,0.0204317569732666,0.0053695869486959855,5,0.7,0.8,0.1,"{'max_depth': 5, 'max_features': 0.7, 'max_samples': 0.8, 'min_samples_split': 0.1}",0.8657047724750278,0.8701442841287459,0.876803551609323,0.8601553829078802,0.8755555555555555,0.8696727093353065,0.006196824981022985,214
